id1,id2,name_jaccard_3gram,name_token_jaccard,num_overlap,pack_type_eq,pack_mat_eq,net_close,match_score,weak_label
2075,2283,1.0,1.0,0.0,0,0,0,0.9964266230576636,
5395,5421,0.625,0.5,0.0,0,1,0,0.33795980891997157,
5180,5267,1.0,1.0,0.0,0,0,0,0.9964266230576636,
491,7221,1.0,1.0,0.0,0,0,0,0.9964266230576636,
3325,3326,0.8888888888888888,0.8571428571428571,0.0,0,0,0,0.9658443993999914,
2079,7128,0.7142857142857143,0.6666666666666666,0.0,0,1,0,0.8331443769984133,
2693,4547,1.0,1.0,0.0,0,1,0,0.9992566165441318,1.0
5091,5195,0.8055555555555556,0.7142857142857143,0.0,0,0,0,0.7894639658969426,
2438,3274,1.0,1.0,0.0,0,1,0,0.9992566165441318,1.0
3176,3203,1.0,1.0,0.0,1,1,0,0.9997259201300351,1.0
8864,8867,1.0,1.0,1.0,0,0,0,0.9969216244871861,1.0
593,2021,0.7727272727272727,0.8571428571428571,0.0,1,1,0,0.9917693488154421,
5832,6361,0.8035714285714286,0.7777777777777778,0.0,0,1,0,0.9681935691693122,
949,5820,1.0,1.0,0.0,1,0,0,0.99868016311932,1.0
